profile_pic,username_num_ratio,fullname_words,fullname_num_ratio,name_equals_username,desc_length,external_url,is_private,posts,followers,follows,fake,fol_ratio,followers_bin
1,0.27,0,0,0,53,0,0,32,1000,955,0,1.047120419,"(500, 1000]"
1,0,2,0,0,44,0,0,286,2740,533,0,5.140712946,"(1000, 5000]"
1,0.1,2,0,0,0,0,1,13,159,98,0,1.62244898,"(100, 200]"
1,0,1,0,0,82,0,0,679,414,651,0,0.6359447,"(200, 500]"
1,0,2,0,0,0,0,1,6,151,126,0,1.198412698,"(100, 200]"
1,0,4,0,0,81,1,0,344,669987,150,0,4466.58,
1,0,2,0,0,50,0,0,16,122,177,0,0.689265537,"(100, 200]"
1,0,2,0,0,0,0,0,33,1078,76,0,14.18421053,"(1000, 5000]"
1,0,0,0,0,71,0,0,72,1824,2713,0,0.672318467,"(1000, 5000]"
1,0,2,0,0,40,1,0,213,12945,813,0,15.92250923,
1,0,2,0,0,54,0,0,648,9884,1173,0,8.42625746,"(5000, 10000]"
1,0,2,0,0,54,1,0,76,1188,365,0,3.254794521,"(1000, 5000]"
1,0,2,0,0,0,1,0,298,945,583,0,1.620926244,"(500, 1000]"
1,0,2,0,0,103,1,0,117,12033,248,0,48.52016129,
1,0,2,0,0,98,1,0,487,1962,2701,0,0.726397631,"(1000, 5000]"
1,0,3,0,0,46,0,0,254,50374,900,0,55.97111111,
1,0,3,0,0,0,0,0,59,7007,289,0,24.24567474,"(5000, 10000]"
1,0.29,3,0,0,48,0,0,1570,1128,694,0,1.625360231,"(1000, 5000]"
1,0,2,0,0,63,1,0,378,34670,1878,0,18.46112886,
1,0,2,0,0,106,1,0,526,2338,776,0,3.012886598,"(1000, 5000]"
1,0,2,0,0,40,0,0,228,3516,999,0,3.51951952,"(1000, 5000]"
1,0,1,0,0,35,1,1,35,1809,416,0,4.348557692,"(1000, 5000]"
1,0,2,0,0,30,0,0,281,427,470,0,0.908510638,"(200, 500]"
1,0,1,0,0,27,0,0,285,759,956,0,0.793933054,"(500, 1000]"
1,0,0,0,0,0,0,0,148,15338538,61,0,251451.4426,
1,0,1,0,0,109,1,1,57,109,179,0,0.608938547,"(100, 200]"
1,0,6,0,0,0,0,1,17,536,665,0,0.806015038,"(500, 1000]"
1,0,2,0,0,132,1,0,511,121354,176,0,689.5113636,
1,0,2,0,0,126,1,0,230,2284,130,0,17.56923077,"(1000, 5000]"
1,0,2,0,0,122,0,1,15,186,174,0,1.068965517,"(100, 200]"
1,0,2,0,0,138,0,1,980,687,1517,0,0.452867502,"(500, 1000]"
1,0.13,0,0,0,0,0,1,53,966,952,0,1.014705882,"(500, 1000]"
1,0,2,0,0,50,0,1,111,177,170,0,1.041176471,"(100, 200]"
1,0,2,0,0,35,0,0,719,744,967,0,0.769389866,"(500, 1000]"
1,0,2,0,0,56,1,0,1164,542073,674,0,804.2626113,
1,0.18,2,0,0,9,0,0,497,5315651,2703,0,1966.574547,
1,0.33,0,0,0,0,0,1,18,267,328,0,0.81402439,"(200, 500]"
1,0,2,0,0,81,0,0,50,691,680,0,1.016176471,"(500, 1000]"
1,0,2,0,0,134,0,1,74,120,112,0,1.071428571,"(100, 200]"
1,0,2,0,0,0,0,0,8,105,98,0,1.071428571,"(100, 200]"
1,0,0,0,0,2,0,0,7389,890969,11,0,80997.18182,
1,0,2,0,0,0,1,0,420,361853,583,0,620.6740995,
1,0,2,0,0,23,0,0,433,3678,1359,0,2.706401766,"(1000, 5000]"
1,0,2,0,0,138,1,0,156,92192,16,0,5762,
1,0,4,0,0,35,0,0,4494,12397719,8,0,1549714.875,
1,0,3,0,0,93,0,0,751,380510,0,0,0,
1,0,2,0,0,4,0,1,4,132,183,0,0.721311475,"(100, 200]"
1,0,2,0,0,1,0,1,27,162,208,0,0.778846154,"(100, 200]"
1,0,1,0,0,4,0,0,91,369,546,0,0.675824176,"(200, 500]"
1,0,0,0,0,23,0,0,262,1476,666,0,2.216216216,"(1000, 5000]"
1,0,3,0,0,91,1,0,274,1798,461,0,3.90021692,"(1000, 5000]"
1,0,2,0,0,57,0,0,271,2118,1109,0,1.909828674,"(1000, 5000]"
1,0,1,0,0,108,1,0,713,812,432,0,1.87962963,"(500, 1000]"
1,0,2,0.12,0,30,1,0,200,7217,761,0,9.483574244,"(5000, 10000]"
1,0,0,0,0,82,0,0,12,313,376,0,0.832446809,"(200, 500]"
1,0.12,1,0,0,12,1,0,26,64,261,0,0.245210728,"(50, 100]"
1,0,2,0,0,54,0,0,75,1759,643,0,2.735614308,"(1000, 5000]"
1,0,1,0,0,0,0,1,94,404,283,0,1.427561837,"(200, 500]"
1,0,1,0,0,12,0,0,63,1843,598,0,3.081939799,"(1000, 5000]"
1,0.12,2,0,0,0,0,0,69,320377,228,0,1405.162281,
1,0,1,0,0,3,0,0,12,108,97,0,1.113402062,"(100, 200]"
1,0,1,0,0,39,1,0,63,384,447,0,0.859060403,"(200, 500]"
1,0.19,2,0,0,0,0,0,19,60,100,0,0.6,"(50, 100]"
1,0,1,0,0,68,1,0,100,802,151,0,5.311258278,"(500, 1000]"
1,0,2,0,0,129,1,0,661,51145,528,0,96.8655303,
1,0,2,0,0,57,1,0,149,1582,1882,0,0.840595112,"(1000, 5000]"
1,0,2,0,0,64,0,0,22,223,266,0,0.838345865,"(200, 500]"
1,0,1,0,0,42,0,0,400,18842,744,0,25.32526882,
1,0,2,0,0,71,1,0,149,10240,1255,0,8.15936255,
1,0,3,0,0,0,0,0,122,539,639,0,0.843505477,"(500, 1000]"
1,0.33,2,0,0,70,0,0,74,399,452,0,0.882743363,"(200, 500]"
1,0,1,0,0,74,0,0,13,581,568,0,1.022887324,"(500, 1000]"
1,0,1,0,0,8,0,1,8,166,163,0,1.018404908,"(100, 200]"
1,0,2,0,0,35,0,0,77,417,362,0,1.151933702,"(200, 500]"
1,0.2,2,0,0,0,0,1,5,266,324,0,0.820987654,"(200, 500]"
1,0,1,0,0,0,0,1,3,33,37,0,0.891891892,"(25, 50]"
1,0,2,0,0,28,0,1,106,494,998,0,0.49498998,"(200, 500]"
1,0,2,0,0,18,0,1,14,178,245,0,0.726530612,"(100, 200]"
1,0,3,0,0,28,0,0,172,470,288,0,1.631944444,"(200, 500]"
1,0.33,1,0,0,36,0,0,111,807,675,0,1.195555556,"(500, 1000]"
1,0,2,0,0,2,0,0,38,162,256,0,0.6328125,"(100, 200]"
1,0.06,2,0,0,11,0,1,19,417,395,0,1.055696203,"(200, 500]"
1,0,3,0,0,70,1,0,227,17303,360,0,48.06388889,
1,0,2,0,0,29,0,0,221,1439,629,0,2.287758347,"(1000, 5000]"
1,0,2,0,0,24,1,0,580,91446,526,0,173.851711,
1,0,3,0,0,21,1,0,40,824,489,0,1.685071575,"(500, 1000]"
1,0,1,0,0,81,0,0,101,741,1440,0,0.514583333,"(500, 1000]"
1,0,1,0,0,34,1,1,157,1267,899,0,1.409343715,"(1000, 5000]"
1,0,0,0,0,40,0,0,197,4594,1713,0,2.681844717,"(1000, 5000]"
1,0,1,0,0,12,0,0,61,1135,899,0,1.262513904,"(1000, 5000]"
1,0,2,0,0,0,0,1,698,1926,1410,0,1.365957447,"(1000, 5000]"
1,0,2,0,0,59,0,1,49,1068,1925,0,0.554805195,"(1000, 5000]"
1,0,1,0,0,15,0,1,85,815,748,0,1.089572193,"(500, 1000]"
1,0,2,0,0,54,0,0,77,565,469,0,1.204690832,"(500, 1000]"
1,0,1,0,0,16,0,0,58,2556,1074,0,2.379888268,"(1000, 5000]"
1,0,2,0,0,73,0,1,232,1312,935,0,1.403208556,"(1000, 5000]"
1,0,1,0,0,24,0,0,20,699,599,0,1.166944908,"(500, 1000]"
1,0,0,0,0,0,0,0,98,4328,418,0,10.35406699,"(1000, 5000]"
1,0,0,0,0,26,1,0,559,2487,999,0,2.489489489,"(1000, 5000]"
1,0,3,0,0,0,0,0,189,673,438,0,1.53652968,"(500, 1000]"
1,0,2,0,0,0,0,1,388,730,413,0,1.767554479,"(500, 1000]"
1,0,0,0,0,0,0,1,28,59,55,0,1.072727273,"(50, 100]"
1,0,3,0,0,0,0,1,156,289,222,0,1.301801802,"(200, 500]"
1,0,1,0,0,28,0,1,6,19,20,0,0.95,"(0, 25]"
1,0,2,0,0,55,1,0,69,3551,173,0,20.52601156,"(1000, 5000]"
1,0,1,0,0,140,1,0,775,19512,591,0,33.01522843,
1,0,0,0,0,122,1,0,205,2756,638,0,4.319749216,"(1000, 5000]"
1,0,2,0,0,113,1,0,209,5406,589,0,9.178268251,"(5000, 10000]"
1,0,2,0,0,38,0,1,334,459,390,0,1.176923077,"(200, 500]"
1,0,2,0,0,0,0,0,9,218,75,0,2.906666667,"(200, 500]"
1,0,2,0,0,23,0,0,6,796,1155,0,0.689177489,"(500, 1000]"
1,0,1,0,0,0,0,0,416,1113,1854,0,0.600323625,"(1000, 5000]"
1,0.2,1,0,0,89,0,1,13,138,208,0,0.663461538,"(100, 200]"
1,0.44,1,0,0,30,0,1,33,205,164,0,1.25,"(200, 500]"
1,0,1,0,0,0,0,0,1,331,333,0,0.993993994,"(200, 500]"
1,0.1,1,0.1,0,0,0,0,711,748,4659,0,0.160549474,"(500, 1000]"
1,0,1,0,0,0,0,0,114,490,1093,0,0.448307411,"(200, 500]"
1,0,1,0.08,0,12,0,1,16,456,413,0,1.104116223,"(200, 500]"
1,0,0,0,0,123,1,0,107,971,2047,0,0.474352711,"(500, 1000]"
1,0.24,1,0.24,0,0,0,0,5,497,438,0,1.134703196,"(200, 500]"
1,0.14,2,0,0,0,0,1,7,99,132,0,0.75,"(50, 100]"
1,0,0,0,0,0,0,1,21,193,413,0,0.467312349,"(100, 200]"
1,0,2,0,0,40,0,0,65,492,689,0,0.714078374,"(200, 500]"
1,0.29,2,0,0,0,0,0,10,167,164,0,1.018292683,"(100, 200]"
1,0,2,0,0,33,0,1,59,99,178,0,0.556179775,"(50, 100]"
1,0,0,0,0,0,0,1,137,916,1142,0,0.802101576,"(500, 1000]"
1,0,2,0,0,5,0,1,10,196,209,0,0.937799043,"(100, 200]"
1,0,1,0,0,0,0,1,571,765,424,0,1.804245283,"(500, 1000]"
1,0.18,2,0,0,23,0,1,24,45,80,0,0.5625,"(25, 50]"
1,0,1,0,0,35,1,0,328,634,719,0,0.88178025,"(500, 1000]"
1,0,4,0,0,150,1,0,161,1383,7500,0,0.1844,"(1000, 5000]"
1,0,1,0,0,26,0,1,280,650,703,0,0.924608819,"(500, 1000]"
1,0,2,0,0,149,0,1,92,484,3296,0,0.14684466,"(200, 500]"
1,0,3,0,0,129,0,0,31,200,270,0,0.740740741,"(100, 200]"
1,0,2,0,0,0,0,0,0,192,65,0,2.953846154,"(100, 200]"
1,0,0,0,0,18,0,1,25,553,610,0,0.906557377,"(500, 1000]"
1,0,2,0,0,74,1,0,921,27477,7202,0,3.815190225,
1,0,2,0,0,0,1,1,1020,464,1039,0,0.446583253,"(200, 500]"
1,0,1,0,0,59,0,0,301,1057,524,0,2.017175573,"(1000, 5000]"
1,0,3,0,0,148,0,0,9,413,138,0,2.992753623,"(200, 500]"
1,0,0,0,0,0,1,0,158,389,806,0,0.482630273,"(200, 500]"
1,0.29,1,0,0,15,0,0,43,505,503,0,1.003976143,"(500, 1000]"
1,0,12,0,0,46,0,1,24,941,1208,0,0.77897351,"(500, 1000]"
1,0,2,0,0,5,0,1,60,2598,802,0,3.239401496,"(1000, 5000]"
1,0,1,0,0,98,0,0,4,59,111,0,0.531531532,"(50, 100]"
1,0,2,0,0,55,0,0,220,622,475,0,1.309473684,"(500, 1000]"
1,0,2,0,0,19,1,0,1159,2719,1061,0,2.56267672,"(1000, 5000]"
1,0.36,5,0,0,71,0,0,8,216,305,0,0.708196721,"(200, 500]"
1,0.22,2,0,0,133,0,0,396,881,375,0,2.349333333,"(500, 1000]"
1,0.08,2,0,0,150,1,0,38,870,72,0,12.08333333,"(500, 1000]"
1,0,2,0,0,43,0,1,1,265,371,0,0.714285714,"(200, 500]"
1,0.15,2,0,0,37,0,1,2,1204,633,0,1.902053712,"(1000, 5000]"
1,0,1,0,0,35,0,1,43,655,1016,0,0.644685039,"(500, 1000]"
1,0,2,0,0,87,0,0,131,1662,1065,0,1.56056338,"(1000, 5000]"
1,0.14,2,0,0,59,0,0,7,14222,7399,0,1.922151642,
1,0,2,0,0,0,0,0,57,483,1216,0,0.397203947,"(200, 500]"
1,0,3,0,0,0,0,0,36,1204,2928,0,0.411202186,"(1000, 5000]"
1,0,2,0,0,9,0,1,91,408,635,0,0.642519685,"(200, 500]"
1,0,2,0,0,12,0,1,8,303,417,0,0.726618705,"(200, 500]"
1,0.1,0,0,0,0,0,0,11,125,101,0,1.237623762,"(100, 200]"
1,0.09,1,0,0,0,0,0,252,229,383,0,0.597911227,"(200, 500]"
1,0.15,3,0,0,95,1,1,15,357,489,0,0.73006135,"(200, 500]"
1,0,1,0,0,0,0,0,74,137,96,0,1.427083333,"(100, 200]"
1,0,2,0,0,46,0,1,83,255,535,0,0.476635514,"(200, 500]"
1,0,3,0,0,123,0,1,126,87,399,0,0.218045113,"(50, 100]"
1,0,6,0,0,117,1,0,663,326946,3,0,108982,
1,0,1,0,0,26,0,1,0,114,446,0,0.255605381,"(100, 200]"
1,0,0,0,0,0,0,1,10,167,387,0,0.431524548,"(100, 200]"
1,0,2,0,0,58,0,1,8,1247,1196,0,1.04264214,"(1000, 5000]"
1,0,1,0,0,0,0,0,24,585,1364,0,0.42888563,"(500, 1000]"
1,0,1,0,0,30,0,1,65,135,232,0,0.581896552,"(100, 200]"
1,0,3,0,0,62,1,0,64,722,261,0,2.766283525,"(500, 1000]"
1,0.45,1,0.25,0,137,1,0,664,714,1159,0,0.616048318,"(500, 1000]"
1,0,2,0,0,149,1,0,130,39867,4664,0,8.547813036,
0,0,0,0,0,14,0,1,131,533,1060,0,0.502830189,"(500, 1000]"
1,0,2,0,0,19,0,1,917,1158,3932,0,0.294506612,"(1000, 5000]"
1,0,10,0,0,131,1,0,2,45834,280,0,163.6928571,
1,0,2,0,0,0,0,0,142,876,529,0,1.655954631,"(500, 1000]"
1,0.09,5,0,0,5,0,0,165,3003,455,0,6.6,"(1000, 5000]"
1,0.09,2,0,0,0,0,0,80,1298,407,0,3.189189189,"(1000, 5000]"
1,0,2,0,0,11,0,1,32,3800,278,0,13.66906475,"(1000, 5000]"
1,0,2,0,0,0,0,1,81,1358,127,0,10.69291339,"(1000, 5000]"
1,0,2,0,0,27,1,0,334,6741307,111,0,60732.4955,
1,0.38,2,0,0,10,1,0,8,791,456,0,1.734649123,"(500, 1000]"
1,0,2,0,0,72,1,0,373,732075,363,0,2016.735537,
1,0,2,0,0,3,0,1,56,373,360,0,1.036111111,"(200, 500]"
1,0,3,0,0,51,0,1,7,162,311,0,0.520900322,"(100, 200]"
1,0,1,0,0,44,0,1,12,309,364,0,0.848901099,"(200, 500]"
1,0,2,0,0,0,0,0,5,135,176,0,0.767045455,"(100, 200]"
1,0,2,0,0,73,1,0,77,244,172,0,1.418604651,"(200, 500]"
1,0.18,1,0,0,70,0,1,93,67,149,0,0.44966443,"(50, 100]"
1,0,2,0,0,35,0,0,192,984,76,0,12.94736842,"(500, 1000]"
1,0,2,0,0,13,0,1,8,751,1223,0,0.614063778,"(500, 1000]"
1,0,4,0.25,0,105,0,1,145,781,529,0,1.47637051,"(500, 1000]"
1,0,1,0.33,0,91,0,0,135,1761,905,0,1.945856354,"(1000, 5000]"
1,0.14,2,0,0,0,0,1,18,318,523,0,0.608030593,"(200, 500]"
1,0,2,0,0,48,0,0,222,5282,652,0,8.101226994,"(5000, 10000]"
1,0,2,0,0,48,0,0,222,5282,652,0,8.101226994,"(5000, 10000]"
1,0,2,0,0,126,1,1,5,228,238,0,0.957983193,"(200, 500]"
1,0,2,0,0,0,1,1,119,393,502,0,0.782868526,"(200, 500]"
1,0,2,0,0,53,0,0,201,875,754,0,1.160477454,"(500, 1000]"
1,0,0,0,0,8,0,1,12,173,373,0,0.463806971,"(100, 200]"
1,0,1,0,0,67,0,0,301,3896490,351,0,11101.11111,
1,0,1,0,0,20,0,0,20,106,133,0,0.796992481,"(100, 200]"
1,0.08,2,0,0,26,1,0,112,206,32,0,6.4375,"(200, 500]"
1,0,0,0,0,86,0,1,54,259,1371,0,0.188913202,"(200, 500]"
1,0,1,0,0,51,0,1,98,1013,996,0,1.017068273,"(1000, 5000]"
1,0.11,4,0,0,26,1,0,16,738,544,0,1.356617647,"(500, 1000]"
1,0,0,0,0,18,0,1,133,1008,517,0,1.949709865,"(1000, 5000]"
1,0,2,0,0,96,1,0,142,2441,396,0,6.164141414,"(1000, 5000]"
1,0,2,0,0,17,0,0,63,416,292,0,1.424657534,"(200, 500]"
1,0,2,0,0,0,0,1,70,516,463,0,1.114470842,"(500, 1000]"
1,0,2,0,0,62,1,0,403,8711,345,0,25.24927536,"(5000, 10000]"
1,0,2,0,0,86,0,0,15,433,584,0,0.741438356,"(200, 500]"
1,0,2,0,0,148,1,0,990,18515,1000,0,18.515,
1,0,2,0,0,1,0,1,12,70,67,0,1.044776119,"(50, 100]"
1,0.22,3,0,0,39,0,0,26,5863,157,0,37.34394904,"(5000, 10000]"
1,0.36,2,0,0,35,0,0,2,1677,716,0,2.342178771,"(1000, 5000]"
1,0,0,0,0,103,0,0,24,617,272,0,2.268382353,"(500, 1000]"
1,0,2,0,0,0,1,0,411,31182,414,0,75.31884058,
1,0,2,0,0,61,0,1,217,1152,292,0,3.945205479,"(1000, 5000]"
1,0.15,1,0,0,44,0,0,156,8578,164,0,52.30487805,"(5000, 10000]"
1,0,1,0,0,0,0,0,389,4347,748,0,5.811497326,"(1000, 5000]"
1,0,1,0,0,0,0,1,8,319,335,0,0.952238806,"(200, 500]"
1,0,1,0,0,0,0,1,3,189,177,0,1.06779661,"(100, 200]"
1,0,1,0,0,112,0,1,22,743,331,0,2.244712991,"(500, 1000]"
1,0.18,1,0,0,123,0,0,59,11204,124,0,90.35483871,
1,0,3,0,0,24,0,1,144,419,271,0,1.546125461,"(200, 500]"
1,0,2,0,0,34,0,0,2,81,268,0,0.302238806,"(50, 100]"
1,0,1,0,0,19,0,0,78,947,582,0,1.627147766,"(500, 1000]"
1,0,2,0,0,0,0,0,28,206,333,0,0.618618619,"(200, 500]"
1,0,2,0,0,42,0,0,111,541,701,0,0.771754636,"(500, 1000]"
1,0.18,3,0,0,50,0,0,6,392,237,0,1.654008439,"(200, 500]"
1,0.22,5,0,0,67,0,0,4,4177,3678,0,1.135671561,"(1000, 5000]"
1,0.17,2,0,0,134,1,0,31,265,321,0,0.825545171,"(200, 500]"
1,0,2,0,0,101,0,0,86,272,1486,0,0.183041723,"(200, 500]"
1,0,2,0,0,0,0,0,240,425,917,0,0.46346783,"(200, 500]"
1,0,3,0,0,0,0,1,11,150,178,0,0.842696629,"(100, 200]"
1,0,2,0,0,17,0,1,44,711,673,0,1.056463596,"(500, 1000]"
1,0,2,0,0,0,0,1,9,89,121,0,0.73553719,"(50, 100]"
1,0,2,0,0,32,0,1,62,742,653,0,1.136294028,"(500, 1000]"
1,0,2,0,0,0,0,0,0,96,50,0,1.92,"(50, 100]"
1,0,1,0,1,80,1,1,15,77,107,0,0.719626168,"(50, 100]"
1,0,2,0,0,2,0,1,53,195,395,0,0.493670886,"(100, 200]"
1,0,2,0,0,0,0,1,2,9,13,0,0.692307692,"(0, 25]"
1,0,1,0,0,146,1,0,52,10794,3164,0,3.411504425,
1,0.19,0,0,0,0,0,0,1,104,15,0,6.933333333,"(100, 200]"
1,0,0,0,0,0,1,1,62,318,569,0,0.55887522,"(200, 500]"
1,0.18,1,0,0,0,0,0,247,355,137,0,2.591240876,"(200, 500]"
1,0.31,1,0,0,0,0,1,9,99,488,0,0.202868852,"(50, 100]"
1,0,0,0,0,6,0,0,13,300,372,0,0.806451613,"(200, 500]"
1,0.15,1,0,0,0,0,0,204,139,61,0,2.278688525,"(100, 200]"
1,0,2,0,0,0,0,1,0,13,77,0,0.168831169,"(0, 25]"
1,0.22,1,0.14,0,0,0,1,51,606,430,0,1.409302326,"(500, 1000]"
1,0,1,0,0,64,0,0,15,428,333,0,1.285285285,"(200, 500]"
1,0,1,0,0,0,0,0,108,494,545,0,0.906422018,"(200, 500]"
1,0.24,0,0,0,0,0,1,353,1261,2187,0,0.576588935,"(1000, 5000]"
1,0,1,0,0,0,0,1,5,68,87,0,0.781609195,"(50, 100]"
1,0,2,0,0,49,1,0,560,205558,53,0,3878.45283,
1,0,2,0,0,23,0,0,85,668,609,0,1.096880131,"(500, 1000]"
1,0,2,0,0,120,1,0,95,1456,555,0,2.623423423,"(1000, 5000]"
1,0.14,2,0,0,34,0,0,14,410,387,0,1.059431525,"(200, 500]"
1,0,3,0,0,25,0,1,52,298,555,0,0.536936937,"(200, 500]"
1,0,2,0,0,0,0,1,7,254,345,0,0.736231884,"(200, 500]"
1,0,2,0,0,12,0,0,197,1070,1072,0,0.998134328,"(1000, 5000]"
1,0.17,2,0,0,0,0,1,89,1167,618,0,1.888349515,"(1000, 5000]"
1,0,2,0,0,9,0,1,34,335,300,0,1.116666667,"(200, 500]"
1,0.08,2,0,0,1,0,0,283,346,426,0,0.812206573,"(200, 500]"
1,0,2,0,0,18,0,1,65,1746,1631,0,1.07050889,"(1000, 5000]"
1,0,2,0,0,34,0,1,126,268,370,0,0.724324324,"(200, 500]"
1,0,3,0,0,23,0,1,327,537,1002,0,0.535928144,"(500, 1000]"
1,0,1,0,0,19,0,1,42,805,488,0,1.649590164,"(500, 1000]"
1,0,2,0,0,139,0,0,36,1504,52,0,28.92307692,"(1000, 5000]"
