profile_pic,username_num_ratio,fullname_words,fullname_num_ratio,name_equals_username,desc_length,external_url,is_private,posts,followers,follows,fake,fol_ratio,followers_bin
1,0,2,0,0,13,0,1,3,104,119,0,0.87394958,"(100, 200]"
1,0,2,0,0,50,0,0,53,380,462,0,0.822510823,"(200, 500]"
1,0,3,0,0,46,1,1,7,257,346,0,0.742774566,"(200, 500]"
1,0,1,0,0,30,0,1,103,1775,7500,0,0.236666667,"(1000, 5000]"
1,0.3,2,0,0,26,0,1,241,1456,1200,0,1.213333333,"(1000, 5000]"
1,0,0,0,0,0,0,1,103,265,264,0,1.003787879,"(200, 500]"
1,0,1,0,0,0,0,1,93,1051,694,0,1.514409222,"(1000, 5000]"
1,0.11,1,0,0,0,0,0,1,77,34,0,2.264705882,"(50, 100]"
0,0,1,0,0,27,0,1,16,220,323,0,0.681114551,"(200, 500]"
1,0.07,2,0,0,37,1,1,32,178,81,0,2.197530864,"(100, 200]"
1,0,1,0,0,31,0,1,1232,728,1213,0,0.60016488,"(500, 1000]"
1,0,1,0,0,20,0,1,75,668,294,0,2.272108844,"(500, 1000]"
1,0,2,0,0,7,0,0,5,406,408,0,0.995098039,"(200, 500]"
1,0,2,0,0,0,0,0,3,37,22,0,1.681818182,"(25, 50]"
1,0,2,0,0,0,0,1,30,56,114,0,0.49122807,"(50, 100]"
0,0.22,1,0,0,0,0,0,0,90,333,1,0.27027027,"(50, 100]"
0,0.38,1,0,0,0,0,0,0,60,31,1,1.935483871,"(50, 100]"
0,0.43,1,0,0,0,0,1,2,271,445,1,0.608988764,"(200, 500]"
1,0,0,0,0,0,0,1,3,1,80,1,0.0125,"(0, 25]"
1,0.5,3,0,0,24,0,1,13,158,309,1,0.511326861,"(100, 200]"
0,0.31,2,0,0,0,0,0,0,39,64,1,0.609375,"(25, 50]"
0,0.22,1,0.22,0,43,0,1,1,0,11,1,0,
0,0,1,0,0,0,0,1,0,0,853,1,0,
1,0.25,1,0,0,0,0,1,10,0,23,1,0,
0,0,2,0,0,0,0,0,0,12,5,1,2.4,"(0, 25]"
0,0.33,1,0,0,0,0,0,0,10,18,1,0.555555556,"(0, 25]"
0,0.33,1,0,0,0,0,1,0,1,34,1,0.029411765,"(0, 25]"
0,0,1,0,0,0,0,0,0,1,8,1,0.125,"(0, 25]"
0,0,0,0,0,0,0,1,0,0,0,1,0,
0,0.12,1,0,0,0,0,1,0,31,213,1,0.145539906,"(25, 50]"
0,0.18,1,0,0,0,0,1,0,5,10,1,0.5,"(0, 25]"
0,0.5,1,0,0,0,0,1,5,18,58,1,0.310344828,"(0, 25]"
1,0.5,1,0,0,0,0,1,0,12,77,1,0.155844156,"(0, 25]"
0,0.5,1,0,0,0,0,1,0,6,37,1,0.162162162,"(0, 25]"
1,0.57,1,0,0,0,0,0,0,47,10,1,4.7,"(25, 50]"
0,0.45,3,0,0,0,0,0,0,33,4,1,8.25,"(25, 50]"
0,0.5,1,0,0,0,0,1,141,4,279,1,0.014336918,"(0, 25]"
0,0.57,1,0,0,0,0,1,6,5,15,1,0.333333333,"(0, 25]"
1,0,1,0,0,0,0,1,1,0,44,1,0,
0,0.44,1,0.43,0,0,0,1,0,5,17,1,0.294117647,"(0, 25]"
0,0,1,0,0,0,0,1,1,107,42,1,2.547619048,"(100, 200]"
1,0.88,1,0,0,0,0,1,39,8,60,1,0.133333333,"(0, 25]"
0,0,1,0,0,0,0,0,0,48,6,1,8,"(25, 50]"
0,0.22,0,0,0,0,0,1,9,2,215,1,0.009302326,"(0, 25]"
0,0,2,0,0,0,0,1,0,51,126,1,0.404761905,"(50, 100]"
1,0,1,0,0,43,0,1,21,5,48,1,0.104166667,"(0, 25]"
0,0,1,0,0,0,0,1,0,0,802,1,0,
0,0.55,1,0,0,0,0,0,0,26,46,1,0.565217391,"(25, 50]"
0,0.07,1,0,0,0,0,1,0,0,601,1,0,
1,0.8,1,0,0,13,0,1,3,76,168,1,0.452380952,"(50, 100]"
0,0,1,0.4,0,0,0,1,0,165,689,1,0.239477504,"(100, 200]"
0,0,1,0,0,0,0,0,0,115,230,1,0.5,"(100, 200]"
0,0.31,1,0.36,0,0,0,0,0,6,15,1,0.4,"(0, 25]"
0,0.4,1,0,0,0,0,0,0,24,49,1,0.489795918,"(0, 25]"
0,0.33,1,0,0,0,0,1,0,40,236,1,0.169491525,"(25, 50]"
0,0,1,0,0,0,0,1,6,32,52,1,0.615384615,"(25, 50]"
0,0.33,1,0.33,1,0,0,1,0,0,35,1,0,
0,0.36,1,0,0,0,0,0,0,21,44,1,0.477272727,"(0, 25]"
1,0.55,1,0.29,0,0,0,1,1,79,767,1,0.102998696,"(50, 100]"
1,0.41,1,0,0,0,0,1,4,8,37,1,0.216216216,"(0, 25]"
1,0.43,0,0,0,0,0,0,0,49,79,1,0.620253165,"(25, 50]"
0,0.11,1,0.11,1,0,0,1,0,31,91,1,0.340659341,"(25, 50]"
1,0,1,0,1,0,0,1,0,15,41,1,0.365853659,"(0, 25]"
1,0.25,1,0,0,0,0,0,0,4,3,1,1.333333333,"(0, 25]"
1,0.44,1,0,0,0,0,1,0,0,229,1,0,
1,0.3,0,0,0,0,0,1,17,316,1165,1,0.271244635,"(200, 500]"
0,0.1,1,0,0,0,0,1,0,0,0,1,0,
0,0,1,0,0,0,0,0,1,3,1,1,3,"(0, 25]"
0,0,2,0,0,0,0,0,0,2,30,1,0.066666667,"(0, 25]"
1,0.29,2,0,0,9,0,1,7,221,244,1,0.905737705,"(200, 500]"
0,0,1,0,0,0,0,0,13,181,935,1,0.193582888,"(100, 200]"
0,0,2,0,0,0,0,1,0,9,167,1,0.053892216,"(0, 25]"
0,0.67,1,0,0,0,0,0,0,2,0,1,0,"(0, 25]"
1,0.31,1,0.31,1,0,0,1,0,25,86,1,0.290697674,"(0, 25]"
1,0,3,0,0,18,0,0,5,26,129,1,0.201550388,"(25, 50]"
1,0.89,1,0.89,0,0,0,1,124,15,305,1,0.049180328,"(0, 25]"
1,0,1,0,0,10,0,0,9,59,48,1,1.229166667,"(50, 100]"
0,0.2,1,0.2,1,61,0,1,5,7,47,1,0.14893617,"(0, 25]"
0,0.12,1,0,0,0,0,1,2,40,179,1,0.223463687,"(25, 50]"
0,0,1,0,0,0,0,0,0,51,41,1,1.243902439,"(50, 100]"
1,0,5,0,0,0,0,0,150,133,750,1,0.177333333,"(100, 200]"
1,0,0,0,0,0,0,1,29,25,39,1,0.641025641,"(0, 25]"
1,0.18,1,0,0,0,0,1,108,864,3646,1,0.236972024,"(500, 1000]"
1,0,0,0,0,0,0,0,77,73,35,1,2.085714286,"(50, 100]"
1,0.38,1,0.4,0,0,0,1,3,184,170,1,1.082352941,"(100, 200]"
1,0.43,1,0,0,0,0,1,7,161,333,1,0.483483483,"(100, 200]"
1,0.22,1,0.22,1,0,0,1,3,42,694,1,0.060518732,"(25, 50]"
1,0,1,0,0,22,0,1,131,279,1124,1,0.248220641,"(200, 500]"
1,0,1,0,0,0,0,0,40,219,155,1,1.412903226,"(200, 500]"
1,0.24,1,0.24,1,0,0,1,4,18,106,1,0.169811321,"(0, 25]"
1,0.44,1,0,0,0,0,1,84,106,171,1,0.619883041,"(100, 200]"
1,0.5,0,0,0,2,0,1,299,34,108,1,0.314814815,"(25, 50]"
0,0,1,0,0,0,0,0,11,42,26,1,1.615384615,"(25, 50]"
1,0.16,0,0,0,146,0,1,0,1,13,1,0.076923077,"(0, 25]"
0,0.89,0,0,0,0,0,1,0,38,68,1,0.558823529,"(25, 50]"
1,0.58,1,0.36,0,6,0,1,1,34,44,1,0.772727273,"(25, 50]"
1,0.29,1,0,0,50,0,1,4,23,151,1,0.152317881,"(0, 25]"
1,0.3,1,0,0,0,0,1,0,23,37,1,0.621621622,"(0, 25]"
0,0.5,2,0,0,0,0,0,0,83,139,1,0.597122302,"(50, 100]"
0,0.4,1,0,0,0,0,0,0,25,28,1,0.892857143,"(0, 25]"
1,0,0,0,0,39,0,1,3,13,38,1,0.342105263,"(0, 25]"
0,0.25,1,0,0,0,0,0,0,64,60,1,1.066666667,"(50, 100]"
0,0.36,1,0,0,0,0,0,0,90,69,1,1.304347826,"(50, 100]"
0,0.33,2,0,0,0,0,0,0,82,6,1,13.66666667,"(50, 100]"
0,0,0,0,0,0,0,0,0,140,319,1,0.438871473,"(100, 200]"
0,0.36,1,0,0,0,0,1,0,0,29,1,0,
1,0.3,1,0,0,5,0,1,1,51,420,1,0.121428571,"(50, 100]"
1,0.12,1,0,0,91,0,0,7,38,87,1,0.436781609,"(25, 50]"
0,0.33,1,0.38,0,2,0,1,3,21,733,1,0.028649386,"(0, 25]"
1,0.38,1,0,0,0,0,1,0,5,121,1,0.041322314,"(0, 25]"
1,0.4,1,0,0,0,0,1,0,21,45,1,0.466666667,"(0, 25]"
0,0.57,0,0,0,0,0,1,5,124,249,1,0.497991968,"(100, 200]"
0,0.22,1,0,0,0,0,1,0,5,56,1,0.089285714,"(0, 25]"
1,0.38,1,0,0,37,0,1,1,2,16,1,0.125,"(0, 25]"
0,0.64,2,0,0,0,0,0,0,42,46,1,0.913043478,"(25, 50]"
1,0.33,1,0.33,0,0,0,1,12,48,45,1,1.066666667,"(25, 50]"
0,0.31,1,0.31,1,0,0,0,0,32,25,1,1.28,"(25, 50]"
0,0,1,0,0,0,0,1,0,0,71,1,0,
0,0.25,1,0,0,0,0,0,0,0,0,1,0,
1,0.12,1,0,0,0,0,1,1,10,104,1,0.096153846,"(0, 25]"
1,0.38,1,0,0,0,0,1,92,19,31,1,0.612903226,"(0, 25]"
0,0.31,1,0,0,0,0,1,0,138,99,1,1.393939394,"(100, 200]"
0,0.2,0,0,0,0,0,1,0,11,157,1,0.070063694,"(0, 25]"
0,0,1,0,0,0,0,1,0,1,64,1,0.015625,"(0, 25]"
0,0.42,1,0,0,0,0,0,0,39,40,1,0.975,"(25, 50]"
1,0,0,0,0,148,0,0,21,446,1762,1,0.253121453,"(200, 500]"
1,0.57,1,0,0,0,0,1,7,9,82,1,0.109756098,"(0, 25]"
0,0,0,0,0,0,0,0,9,589,2980,1,0.197651007,"(500, 1000]"
0,0.06,1,0,0,0,0,0,0,27,63,1,0.428571429,"(25, 50]"
1,0,2,0,0,0,0,0,14,143,500,1,0.286,"(100, 200]"
0,0,2,0,0,0,0,1,0,0,177,1,0,
0,0,3,0,0,0,0,1,0,0,130,1,0,
0,0.21,1,0,0,0,0,0,3,124,135,1,0.918518519,"(100, 200]"
1,0.07,0,0,0,0,0,1,0,12,192,1,0.0625,"(0, 25]"
0,0.42,1,0,0,0,0,0,0,16,36,1,0.444444444,"(0, 25]"
0,0.21,1,0,0,0,0,0,1,1,2,1,0.5,"(0, 25]"
0,0.38,1,0,0,0,0,0,1,120,181,1,0.662983425,"(100, 200]"
0,0,2,0,0,0,0,1,0,0,71,1,0,
0,0,1,0,0,0,0,0,1,26,8,1,3.25,"(25, 50]"
1,0.14,3,0,0,0,0,0,0,57,167,1,0.341317365,"(50, 100]"
0,0.15,2,0,0,0,0,0,1,13,22,1,0.590909091,"(0, 25]"
1,0,4,0,0,149,0,0,28,1031,208,1,4.956730769,"(1000, 5000]"
1,0.18,1,0,0,0,0,0,0,42,146,1,0.287671233,"(25, 50]"
1,0.33,2,0,0,0,0,0,25,70,64,1,1.09375,"(50, 100]"
1,0.18,1,0,0,0,0,1,0,0,8,1,0,
1,0.3,1,0,0,0,0,0,0,46,92,1,0.5,"(25, 50]"
1,0.43,2,0,0,0,0,0,111,834,4118,1,0.202525498,"(500, 1000]"
0,0,2,0,0,22,0,1,2,389,392,1,0.992346939,"(200, 500]"
1,0.33,0,0,0,0,0,0,0,43,221,1,0.194570136,"(25, 50]"
0,0.33,1,0,0,0,0,1,0,23,40,1,0.575,"(0, 25]"
0,0,1,0,0,0,0,1,0,5,82,1,0.06097561,"(0, 25]"
0,0.71,0,0,0,0,0,1,0,4,25,1,0.16,"(0, 25]"
0,0.5,1,0,0,0,0,0,0,17,44,1,0.386363636,"(0, 25]"
1,0.25,1,0,0,2,0,1,5,182,227,1,0.801762115,"(100, 200]"
1,0.33,1,0,0,0,0,0,10,108,304,1,0.355263158,"(100, 200]"
0,0.5,1,0.33,0,0,0,0,3,43,123,1,0.349593496,"(25, 50]"
0,0.29,1,0,0,0,0,0,19,77,8,1,9.625,"(50, 100]"
0,0.09,1,0,0,0,0,0,0,32,87,1,0.367816092,"(25, 50]"
0,0.25,1,0,0,0,0,1,0,0,11,1,0,
1,0.13,1,0,0,0,0,1,8,40,66,1,0.606060606,"(25, 50]"
0,0.33,1,0.33,1,20,0,0,2,53,303,1,0.174917492,"(50, 100]"
1,0.14,2,0,0,0,0,0,10,67,90,1,0.744444444,"(50, 100]"
1,0,3,0,0,0,0,0,29,122,336,1,0.363095238,"(100, 200]"
0,0,2,0,0,0,0,0,0,18,49,1,0.367346939,"(0, 25]"
0,0.4,1,0,0,0,0,1,0,24,88,1,0.272727273,"(0, 25]"
1,0,1,0,0,0,0,0,2,35,136,1,0.257352941,"(25, 50]"
1,0.4,1,0.4,1,0,0,1,3,119,151,1,0.78807947,"(100, 200]"
1,0.1,1,0,0,0,0,1,5,6,24,1,0.25,"(0, 25]"
0,0.43,1,0.4,0,0,0,0,0,34,26,1,1.307692308,"(25, 50]"
1,0,3,0,0,148,0,0,63,272,295,1,0.922033898,"(200, 500]"
1,0.44,2,0,0,0,0,0,1,53,137,1,0.386861314,"(50, 100]"
1,0.33,0,0,0,50,0,1,4,818,618,1,1.323624595,"(500, 1000]"
1,0,3,0,0,0,0,0,34,82,74,1,1.108108108,"(50, 100]"
1,0.38,2,0,0,2,0,0,0,40,233,1,0.17167382,"(25, 50]"
1,0.4,0,0,0,0,0,1,0,21,76,1,0.276315789,"(0, 25]"
1,0.33,1,0,0,0,0,0,6,59,38,1,1.552631579,"(50, 100]"
1,0.12,1,0,0,0,0,0,2,102,109,1,0.935779817,"(100, 200]"
1,0.29,0,0,0,0,0,1,7,576,474,1,1.215189873,"(500, 1000]"
0,0.57,2,0.4,0,0,0,0,0,19,16,1,1.1875,"(0, 25]"
1,0,0,0,0,0,0,1,0,66,161,1,0.409937888,"(50, 100]"
1,0,1,0,0,0,0,1,5,310,894,1,0.346756152,"(200, 500]"
1,0,1,0,1,34,0,1,0,16,17,1,0.941176471,"(0, 25]"
0,0,1,0,0,0,0,0,0,15,4,1,3.75,"(0, 25]"
1,0.07,1,0,0,0,0,1,0,47,98,1,0.479591837,"(25, 50]"
1,0,1,0,1,0,0,0,4,88,61,1,1.442622951,"(50, 100]"
1,0.27,1,0,0,0,0,1,1,51,59,1,0.86440678,"(50, 100]"
1,0,2,0,0,0,0,0,26,505,2330,1,0.216738197,"(500, 1000]"
1,0.36,1,0,0,0,0,0,9,159,433,1,0.367205543,"(100, 200]"
1,0.29,1,0.33,0,0,0,1,4,77,1269,1,0.060677699,"(50, 100]"
1,0.83,1,0,0,32,0,0,4,61,76,1,0.802631579,"(50, 100]"
0,0.67,1,0,0,0,0,1,0,7,14,1,0.5,"(0, 25]"
1,0.38,1,0.33,0,0,0,1,0,11,60,1,0.183333333,"(0, 25]"
0,0.58,1,0,0,0,0,0,0,49,22,1,2.227272727,"(25, 50]"
0,0,1,0,0,0,0,0,0,15,595,1,0.025210084,"(0, 25]"
1,0.2,2,0,0,0,0,0,1,1,9,1,0.111111111,"(0, 25]"
0,0,1,0,0,0,0,0,0,17,1,1,17,"(0, 25]"
0,0.29,2,0,0,0,0,0,0,15,1,1,15,"(0, 25]"
1,0.25,1,0,0,59,0,0,28,358,1990,1,0.179899497,"(200, 500]"
0,0.25,1,0,0,0,0,0,0,20,7,1,2.857142857,"(0, 25]"
0,0,1,0,0,6,0,0,1,50,32,1,1.5625,"(25, 50]"
0,0,1,0,0,0,0,0,0,57,76,1,0.75,"(50, 100]"
0,0.31,1,0,0,0,0,0,2,12,15,1,0.8,"(0, 25]"
1,0.67,1,0,0,0,0,0,2,218,792,1,0.275252525,"(200, 500]"
0,0.33,1,0.25,0,0,0,0,9,78,98,1,0.795918367,"(50, 100]"
0,0.47,1,0,0,0,0,0,1,16,23,1,0.695652174,"(0, 25]"
0,0.36,1,0,0,0,0,0,8,39,17,1,2.294117647,"(25, 50]"
0,0,1,0,0,0,0,0,0,15,1,1,15,"(0, 25]"
0,0.4,0,0,0,0,0,0,0,30,48,1,0.625,"(25, 50]"
0,0.33,1,0,0,0,0,0,0,85,638,1,0.13322884,"(50, 100]"
0,0.33,1,0,0,0,0,0,0,77,747,1,0.103078983,"(50, 100]"
0,0.55,2,0,0,0,0,0,0,49,82,1,0.597560976,"(25, 50]"
0,0.27,1,0.27,1,0,0,0,0,16,24,1,0.666666667,"(0, 25]"
0,0.44,1,0,0,0,0,0,0,8,6,1,1.333333333,"(0, 25]"
0,0.44,1,0,0,0,0,0,2,34,22,1,1.545454545,"(25, 50]"
0,0.47,1,0,0,0,0,0,2,45,83,1,0.542168675,"(25, 50]"
0,0.33,1,0,0,0,0,0,0,49,0,1,0,"(25, 50]"
0,0,2,0,0,0,0,0,0,15,5,1,3,"(0, 25]"
0,0.25,1,0,0,0,0,0,0,92,403,1,0.228287841,"(50, 100]"
1,0.91,1,0,0,0,0,0,0,75,26,1,2.884615385,"(50, 100]"
0,0.44,1,0,0,0,0,0,0,10,0,1,0,"(0, 25]"
1,0.12,1,0,0,1,0,0,0,23,26,1,0.884615385,"(0, 25]"
0,0.2,1,0,0,0,0,0,0,22,11,1,2,"(0, 25]"
0,0.24,2,0,0,0,0,0,0,55,46,1,1.195652174,"(50, 100]"
0,0.27,1,0,0,0,0,0,0,16,0,1,0,"(0, 25]"
0,0.25,1,0,0,0,0,0,0,7,20,1,0.35,"(0, 25]"
0,0.28,1,0.24,0,0,0,0,0,86,0,1,0,"(50, 100]"
0,0.38,1,0,0,0,0,0,0,3,11,1,0.272727273,"(0, 25]"
0,0.57,2,0,0,0,0,0,0,12,30,1,0.4,"(0, 25]"
1,0.44,1,0,0,0,0,0,1,14,56,1,0.25,"(0, 25]"
0,0.47,1,0,0,0,0,0,0,24,22,1,1.090909091,"(0, 25]"
0,0,2,0,0,0,0,0,0,52,1,1,52,"(50, 100]"
0,0.44,1,0,0,0,0,0,1,16,27,1,0.592592593,"(0, 25]"
0,0.44,1,0,0,0,0,0,4,17,20,1,0.85,"(0, 25]"
0,0.57,2,0,0,0,0,0,0,50,49,1,1.020408163,"(25, 50]"
0,0.54,1,0,0,0,0,0,5,136,1029,1,0.132167153,"(100, 200]"
1,0.43,1,0,0,0,0,0,10,178,1417,1,0.125617502,"(100, 200]"
0,0.89,0,0,0,0,0,0,1,50,39,1,1.282051282,"(25, 50]"
1,0.38,1,0,0,0,0,0,2,207,2426,1,0.085325639,"(200, 500]"
0,0.36,1,0,0,0,0,1,0,178,828,1,0.214975845,"(100, 200]"
0,0,1,0,1,0,0,0,0,16,26,1,0.615384615,"(0, 25]"
0,0.14,1,0,0,0,0,0,0,49,2,1,24.5,"(25, 50]"
0,0.2,1,0.33,0,0,0,0,2,49,12,1,4.083333333,"(25, 50]"
0,0.1,0,0,0,0,0,0,0,37,4,1,9.25,"(25, 50]"
0,0.5,1,0.4,0,0,0,0,0,21,0,1,0,"(0, 25]"
1,0.58,1,0.44,0,0,0,0,21,356,2176,1,0.163602941,"(200, 500]"
0,0.44,2,0,0,0,0,0,0,46,4,1,11.5,"(25, 50]"
0,0.22,1,0.33,0,0,0,0,0,49,0,1,0,"(25, 50]"
0,0,1,0,0,0,0,0,0,49,58,1,0.844827586,"(25, 50]"
0,0,1,0,0,0,0,0,0,44,45,1,0.977777778,"(25, 50]"
0,0.13,2,0,0,0,0,0,0,42,240,1,0.175,"(25, 50]"
0,0.38,1,0.33,0,0,0,0,0,47,9,1,5.222222222,"(25, 50]"
0,0.1,2,0,0,0,0,0,0,48,1,1,48,"(25, 50]"
1,0.91,1,0,0,0,0,0,0,75,26,1,2.884615385,"(50, 100]"
0,0.08,1,0,0,0,0,0,0,115,289,1,0.397923875,"(100, 200]"
0,0.88,1,1,0,0,0,0,5,53,66,1,0.803030303,"(50, 100]"
0,0.67,1,0,0,0,0,0,0,32,23,1,1.391304348,"(25, 50]"
0,0.44,1,0,0,0,0,0,0,39,153,1,0.254901961,"(25, 50]"
0,0.18,1,0,0,0,0,0,0,3033,1155,1,2.625974026,"(1000, 5000]"
0,0.25,1,0,0,0,0,0,0,3003,825,1,3.64,"(1000, 5000]"
0,0.88,1,1,0,0,0,0,1,34,36,1,0.944444444,"(25, 50]"
0,0.36,1,0,0,0,0,0,37,218,1528,1,0.142670157,"(200, 500]"
1,0.33,2,0.22,0,0,0,0,8,210,1543,1,0.136098509,"(200, 500]"
1,0.2,2,0,0,19,0,0,4,1489,3715,1,0.400807537,"(1000, 5000]"
0,0.5,1,0.5,1,0,0,0,0,10,2,1,5,"(0, 25]"
0,0.33,1,0,0,0,0,0,28,201,812,1,0.247536946,"(200, 500]"
0,0,2,0,0,0,0,0,0,351,2663,1,0.131806234,"(200, 500]"
0,0.43,1,0,0,0,0,0,0,52,16,1,3.25,"(50, 100]"
0,0.25,1,0.18,0,0,0,0,6,156,423,1,0.368794326,"(100, 200]"
0,0.43,2,0,0,0,0,0,12,85,477,1,0.178197065,"(50, 100]"
0,0.24,1,0,0,0,0,0,0,35,38,1,0.921052632,"(25, 50]"
0,0.44,1,0,0,0,0,0,0,55,28,1,1.964285714,"(50, 100]"
0,0.27,2,0,0,43,0,1,0,16,51,1,0.31372549,"(0, 25]"
0,0.38,1,0,0,0,0,0,0,43,88,1,0.488636364,"(25, 50]"
0,0.4,1,0,0,0,0,0,2,97,408,1,0.237745098,"(50, 100]"
0,0.57,1,0.57,1,0,0,0,2,34,112,1,0.303571429,"(25, 50]"
0,0,1,0,1,0,0,0,0,2346,7272,1,0.322607261,"(1000, 5000]"
0,0.25,1,0,0,0,0,0,0,49,95,1,0.515789474,"(25, 50]"
1,0.19,0,0,0,0,0,1,2,2,55,1,0.036363636,"(0, 25]"
0,0.46,1,0.46,1,0,0,0,2,40,19,1,2.105263158,"(25, 50]"
0,0.46,1,0,0,0,0,1,0,332,1333,1,0.249062266,"(200, 500]"
0,0.73,1,0,0,0,0,0,0,14,542,1,0.025830258,"(0, 25]"
1,0.6,1,0.5,0,0,0,0,12,65,162,1,0.401234568,"(50, 100]"
1,0.46,1,0.5,0,0,0,0,1,20,52,1,0.384615385,"(0, 25]"
0,0.31,1,0.31,1,0,0,0,0,26,27,1,0.962962963,"(25, 50]"
1,0.43,1,0.43,0,0,0,0,0,72,434,1,0.165898618,"(50, 100]"
1,0,1,0,0,0,0,0,1,55,2,1,27.5,"(50, 100]"
1,0.5,1,0.4,0,33,0,0,12,77,108,1,0.712962963,"(50, 100]"
1,0,4,0.25,0,0,0,1,59,31,215,1,0.144186047,"(25, 50]"
0,0.86,2,0.18,0,0,0,0,0,57,130,1,0.438461538,"(50, 100]"
0,0.62,1,0,0,0,0,1,0,58,347,1,0.167146974,"(50, 100]"
1,0.33,2,0,0,0,0,0,23,47,139,1,0.338129496,"(25, 50]"
1,0.16,1,0.12,0,43,0,0,3,31,37,1,0.837837838,"(25, 50]"
1,0.92,1,1,0,0,0,0,11,96,242,1,0.396694215,"(50, 100]"
1,0.27,1,0,0,19,0,0,8,126,860,1,0.146511628,"(100, 200]"
1,0.25,1,0,0,0,0,1,102,39,229,1,0.170305677,"(25, 50]"
1,0.43,1,0,0,5,0,0,6,66,161,1,0.409937888,"(50, 100]"
1,0.31,3,0,0,0,0,0,25,87,698,1,0.124641834,"(50, 100]"
1,0.2,1,0,0,28,0,0,0,15,64,1,0.234375,"(0, 25]"
1,0.55,1,0.44,0,0,0,0,33,166,596,1,0.27852349,"(100, 200]"
1,0.38,1,0.33,0,21,0,0,44,66,75,1,0.88,"(50, 100]"
1,0.57,2,0,0,0,0,0,4,96,339,1,0.283185841,"(50, 100]"
1,0.57,1,0,0,11,0,0,0,57,73,1,0.780821918,"(50, 100]"
1,0.27,1,0,0,0,0,0,2,150,487,1,0.308008214,"(100, 200]"
